"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2020-07-06T12:34:22.986+09:00"
"RESULT_INF"
"FROM_NUMBER","1"
"TO_NUMBER","4430"
"STAT_INF"
"TABLE_INF","STAT_CODE","STAT_NAME","GOV_ORG_CODE","GOV_ORG_NAME","TABULATION_CATEGORY","TABULATION_SUB_CATEGORY1","TABULATION_SUB_CATEGORY2","TABULATION_SUB_CATEGORY3","TABULATION_SUB_CATEGORY4","TABULATION_SUB_CATEGORY5","TABULATION_CATEGORY_EXPLANATION","TABULATION_SUB_CATEGORY_EXPLANATION1","TABULATION_SUB_CATEGORY_EXPLANATION2","TABULATION_SUB_CATEGORY_EXPLANATION3","TABULATION_SUB_CATEGORY_EXPLANATION4","TABULATION_SUB_CATEGORY_EXPLANATION5","NO","TITLE","TABLE_EXPLANATION","TABLE_CATEGORY","TABLE_SUB_CATEGORY1","TABLE_SUB_CATEGORY2","TABLE_SUB_CATEGORY3","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","MAIN_CATEGORY_CODE","MAIN_CATEGORY","SUB_CATEGORY_CODE","SUB_CATEGORY"
"8003000358","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","02","住宅の種類・所有の関係別一般世帯数 青森県","","","青森県","","","-","201510","2019-10-08","1","","14904","2019-10-08","02","人口・世帯","01","人口"
"8003000411","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","02","世帯の経済構成別一般世帯数 青森県","","","青森県","","","-","201510","2019-10-08","1","","29808","2019-10-08","02","人口・世帯","01","人口"
"8003000022","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","男女別人口総数及び世帯総数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","17292","2019-10-08","02","人口・世帯","01","人口"
"8003000059","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","年齢（５歳階級、４区分）別、男女別人口 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","259380","2019-10-08","02","人口・世帯","01","人口"
"8003000135","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","世帯人員別一般世帯数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","34584","2019-10-08","02","人口・世帯","01","人口"
"8003000159","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","世帯の家族類型別一般世帯数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","38907","2019-10-08","02","人口・世帯","01","人口"
"8003000195","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","住宅の建て方別世帯数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","38907","2019-10-08","02","人口・世帯","01","人口"
"8003000254","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","産業（大分類）別及び従業上の地位別就業者数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","108075","2019-10-08","02","人口・世帯","01","人口"
"8003000297","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","職業（大分類）別就業者数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","56199","2019-10-08","02","人口・世帯","01","人口"
"8003000331","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","住宅の種類・所有の関係別一般世帯数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","12969","2019-10-08","02","人口・世帯","01","人口"
"8003000417","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","03","世帯の経済構成別一般世帯数 岩手県","","","岩手県","","","-","201510","2019-10-08","1","","25938","2019-10-08","02","人口・世帯","01","人口"
"8003000046","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","男女別人口総数及び世帯総数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","23532","2019-10-08","02","人口・世帯","01","人口"
"8003000062","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","年齢（５歳階級、４区分）別、男女別人口 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","352980","2019-10-08","02","人口・世帯","01","人口"
"8003000100","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","世帯人員別一般世帯数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","47064","2019-10-08","02","人口・世帯","01","人口"
"8003000153","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","世帯の家族類型別一般世帯数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","52947","2019-10-08","02","人口・世帯","01","人口"
"8003000199","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","住宅の建て方別世帯数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","52947","2019-10-08","02","人口・世帯","01","人口"
"8003000266","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","産業（大分類）別及び従業上の地位別就業者数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","147075","2019-10-08","02","人口・世帯","01","人口"
"8003000288","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","職業（大分類）別就業者数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","76479","2019-10-08","02","人口・世帯","01","人口"
"8003000346","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","住宅の種類・所有の関係別一般世帯数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","17649","2019-10-08","02","人口・世帯","01","人口"
"8003000376","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","04","世帯の経済構成別一般世帯数 宮城県","","","宮城県","","","-","201510","2019-10-08","1","","35298","2019-10-08","02","人口・世帯","01","人口"
"8003000020","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","男女別人口総数及び世帯総数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","19440","2019-10-08","02","人口・世帯","01","人口"
"8003000048","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","年齢（５歳階級、４区分）別、男女別人口 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","291600","2019-10-08","02","人口・世帯","01","人口"
"8003000126","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","世帯人員別一般世帯数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","38880","2019-10-08","02","人口・世帯","01","人口"
"8003000147","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","世帯の家族類型別一般世帯数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","43740","2019-10-08","02","人口・世帯","01","人口"
"8003000189","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","住宅の建て方別世帯数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","43740","2019-10-08","02","人口・世帯","01","人口"
"8003000267","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","産業（大分類）別及び従業上の地位別就業者数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","121500","2019-10-08","02","人口・世帯","01","人口"
"8003000304","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","職業（大分類）別就業者数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","63180","2019-10-08","02","人口・世帯","01","人口"
"8003000354","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","住宅の種類・所有の関係別一般世帯数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","14580","2019-10-08","02","人口・世帯","01","人口"
"8003000406","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","05","世帯の経済構成別一般世帯数 秋田県","","","秋田県","","","-","201510","2019-10-08","1","","29160","2019-10-08","02","人口・世帯","01","人口"
"8003000025","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","男女別人口総数及び世帯総数 山形県","","","山形県","","","-","201510","2019-10-08","1","","20212","2019-10-08","02","人口・世帯","01","人口"
"8003000069","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","年齢（５歳階級、４区分）別、男女別人口 山形県","","","山形県","","","-","201510","2019-10-08","1","","303180","2019-10-08","02","人口・世帯","01","人口"
"8003000128","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","世帯人員別一般世帯数 山形県","","","山形県","","","-","201510","2019-10-08","1","","40424","2019-10-08","02","人口・世帯","01","人口"
"8003000144","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","世帯の家族類型別一般世帯数 山形県","","","山形県","","","-","201510","2019-10-08","1","","45477","2019-10-08","02","人口・世帯","01","人口"
"8003000214","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","住宅の建て方別世帯数 山形県","","","山形県","","","-","201510","2019-10-08","1","","45477","2019-10-08","02","人口・世帯","01","人口"
"8003000279","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","産業（大分類）別及び従業上の地位別就業者数 山形県","","","山形県","","","-","201510","2019-10-08","1","","126325","2019-10-08","02","人口・世帯","01","人口"
"8003000285","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","職業（大分類）別就業者数 山形県","","","山形県","","","-","201510","2019-10-08","1","","65689","2019-10-08","02","人口・世帯","01","人口"
"8003000356","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","住宅の種類・所有の関係別一般世帯数 山形県","","","山形県","","","-","201510","2019-10-08","1","","15159","2019-10-08","02","人口・世帯","01","人口"
"8003000393","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","06","世帯の経済構成別一般世帯数 山形県","","","山形県","","","-","201510","2019-10-08","1","","30318","2019-10-08","02","人口・世帯","01","人口"
"8003000011","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","男女別人口総数及び世帯総数 福島県","","","福島県","","","-","201510","2019-10-08","1","","29504","2019-10-08","02","人口・世帯","01","人口"
"8003000050","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","年齢（５歳階級、４区分）別、男女別人口 福島県","","","福島県","","","-","201510","2019-10-08","1","","442560","2019-10-08","02","人口・世帯","01","人口"
"8003000109","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","世帯人員別一般世帯数 福島県","","","福島県","","","-","201510","2019-10-08","1","","59008","2019-10-08","02","人口・世帯","01","人口"
"8003000177","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","世帯の家族類型別一般世帯数 福島県","","","福島県","","","-","201510","2019-10-08","1","","66384","2019-10-08","02","人口・世帯","01","人口"
"8003000231","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","住宅の建て方別世帯数 福島県","","","福島県","","","-","201510","2019-10-08","1","","66384","2019-10-08","02","人口・世帯","01","人口"
"8003000256","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","産業（大分類）別及び従業上の地位別就業者数 福島県","","","福島県","","","-","201510","2019-10-08","1","","184400","2019-10-08","02","人口・世帯","01","人口"
"8003000292","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","職業（大分類）別就業者数 福島県","","","福島県","","","-","201510","2019-10-08","1","","95888","2019-10-08","02","人口・世帯","01","人口"
"8003000338","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","住宅の種類・所有の関係別一般世帯数 福島県","","","福島県","","","-","201510","2019-10-08","1","","22128","2019-10-08","02","人口・世帯","01","人口"
"8003000408","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","07","世帯の経済構成別一般世帯数 福島県","","","福島県","","","-","201510","2019-10-08","1","","44256","2019-10-08","02","人口・世帯","01","人口"
"8003000021","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","男女別人口総数及び世帯総数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","19564","2019-10-08","02","人口・世帯","01","人口"
"8003000049","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","年齢（５歳階級、４区分）別、男女別人口 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","293460","2019-10-08","02","人口・世帯","01","人口"
"8003000136","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","世帯人員別一般世帯数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","39128","2019-10-08","02","人口・世帯","01","人口"
"8003000145","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","世帯の家族類型別一般世帯数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","44019","2019-10-08","02","人口・世帯","01","人口"
"8003000208","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","住宅の建て方別世帯数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","44019","2019-10-08","02","人口・世帯","01","人口"
"8003000265","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","産業（大分類）別及び従業上の地位別就業者数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","122275","2019-10-08","02","人口・世帯","01","人口"
"8003000289","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","職業（大分類）別就業者数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","63583","2019-10-08","02","人口・世帯","01","人口"
"8003000370","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","住宅の種類・所有の関係別一般世帯数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","14673","2019-10-08","02","人口・世帯","01","人口"
"8003000412","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","08","世帯の経済構成別一般世帯数 茨城県","","","茨城県","","","-","201510","2019-10-08","1","","29346","2019-10-08","02","人口・世帯","01","人口"
"8003000039","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","男女別人口総数及び世帯総数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","11632","2019-10-08","02","人口・世帯","01","人口"
"8003000061","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","年齢（５歳階級、４区分）別、男女別人口 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","174480","2019-10-08","02","人口・世帯","01","人口"
"8003000098","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","世帯人員別一般世帯数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","23264","2019-10-08","02","人口・世帯","01","人口"
"8003000183","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","世帯の家族類型別一般世帯数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","26172","2019-10-08","02","人口・世帯","01","人口"
"8003000216","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","住宅の建て方別世帯数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","26172","2019-10-08","02","人口・世帯","01","人口"
"8003000277","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","産業（大分類）別及び従業上の地位別就業者数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","72700","2019-10-08","02","人口・世帯","01","人口"
"8003000320","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","職業（大分類）別就業者数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","37804","2019-10-08","02","人口・世帯","01","人口"
"8003000347","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","住宅の種類・所有の関係別一般世帯数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","8724","2019-10-08","02","人口・世帯","01","人口"
"8003000379","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","09","世帯の経済構成別一般世帯数 栃木県","","","栃木県","","","-","201510","2019-10-08","1","","17448","2019-10-08","02","人口・世帯","01","人口"
"8003000012","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","男女別人口総数及び世帯総数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","10804","2019-10-08","02","人口・世帯","01","人口"
"8003000064","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","年齢（５歳階級、４区分）別、男女別人口 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","162060","2019-10-08","02","人口・世帯","01","人口"
"8003000137","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","世帯人員別一般世帯数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","21608","2019-10-08","02","人口・世帯","01","人口"
"8003000182","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","世帯の家族類型別一般世帯数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","24309","2019-10-08","02","人口・世帯","01","人口"
"8003000221","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","住宅の建て方別世帯数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","24309","2019-10-08","02","人口・世帯","01","人口"
"8003000273","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","産業（大分類）別及び従業上の地位別就業者数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","67525","2019-10-08","02","人口・世帯","01","人口"
"8003000298","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","職業（大分類）別就業者数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","35113","2019-10-08","02","人口・世帯","01","人口"
"8003000342","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","住宅の種類・所有の関係別一般世帯数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","8103","2019-10-08","02","人口・世帯","01","人口"
"8003000420","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","10","世帯の経済構成別一般世帯数 群馬県","","","群馬県","","","-","201510","2019-10-08","1","","16206","2019-10-08","02","人口・世帯","01","人口"
"8003000023","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","男女別人口総数及び世帯総数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","28180","2019-10-08","02","人口・世帯","01","人口"
"8003000084","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","年齢（５歳階級、４区分）別、男女別人口 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","422700","2019-10-08","02","人口・世帯","01","人口"
"8003000138","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","世帯人員別一般世帯数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","56360","2019-10-08","02","人口・世帯","01","人口"
"8003000175","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","世帯の家族類型別一般世帯数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","63405","2019-10-08","02","人口・世帯","01","人口"
"8003000200","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","住宅の建て方別世帯数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","63405","2019-10-08","02","人口・世帯","01","人口"
"8003000246","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","産業（大分類）別及び従業上の地位別就業者数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","176125","2019-10-08","02","人口・世帯","01","人口"
"8003000322","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","職業（大分類）別就業者数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","91585","2019-10-08","02","人口・世帯","01","人口"
"8003000371","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","住宅の種類・所有の関係別一般世帯数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","21135","2019-10-08","02","人口・世帯","01","人口"
"8003000397","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","11","世帯の経済構成別一般世帯数 埼玉県","","","埼玉県","","","-","201510","2019-10-08","1","","42270","2019-10-08","02","人口・世帯","01","人口"
"8003000017","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","男女別人口総数及び世帯総数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","26760","2019-10-08","02","人口・世帯","01","人口"
"8003000081","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","年齢（５歳階級、４区分）別、男女別人口 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","401400","2019-10-08","02","人口・世帯","01","人口"
"8003000139","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","世帯人員別一般世帯数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","53520","2019-10-08","02","人口・世帯","01","人口"
"8003000148","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","世帯の家族類型別一般世帯数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","60210","2019-10-08","02","人口・世帯","01","人口"
"8003000206","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","住宅の建て方別世帯数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","60210","2019-10-08","02","人口・世帯","01","人口"
"8003000249","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","産業（大分類）別及び従業上の地位別就業者数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","167250","2019-10-08","02","人口・世帯","01","人口"
"8003000306","00200521","国勢調査","00200","総務省","平成２７年国勢調査","小地域","","","","","","","","","","","12","職業（大分類）別就業者数 千葉県","","","千葉県","","","-","201510","2019-10-08","1","","86970","2019-10-08","02","人口・世帯","01","人口"
